record_id,date (mm/dd/yyyy),plot_id,species_id,sex,hindfoot_length,weight
26410,7/9/1997,13,PB,M,27,32
26411,7/9/1997,15,PB,F,26,28
26412,7/9/1997,18,PP,M,21,13
26413,7/9/1997,9,DM,M,34,47
26414,7/9/1997,7,PP,F,23,11
26415,7/9/1997,3,DO,M,36,44
26416,7/9/1997,20,NL,F,36,9999
26417,7/9/1997,21,PP,F,23,20
26418,7/9/1997,3,PB,F,27,30
26419,7/9/1997,4,DM,M,37,48
26420,7/9/1997,19,PL,M,18,10
26421,7/9/1997,11,PM,M,20,15
26422,7/9/1997,9,DM,M,36,47
26423,7/9/1997,3,PB,M,27,30
26424,7/9/1997,16,PL,F,22,18
26425,7/9/1997,11,PB,M,26,30
26426,7/9/1997,8,PP,F,21,15
26427,7/9/1997,6,OT,F,20,26
26428,7/9/1997,5,PM,M,22,20
26429,7/9/1997,14,PP,F,21,16
26430,7/9/1997,16,PP,F,22,14
26431,7/9/1997,21,PF,M,15,7
26432,7/9/1997,1,PP,F,22,12
26433,7/9/1997,14,DM,M,37,46
26434,7/9/1997,12,DO,M,36,32
26435,7/9/1997,1,DO,M,36,53
26436,7/9/1997,5,PP,F,21,17
26437,7/9/1997,13,PP,F,23,16
26438,7/9/1997,14,PM,M,21,19
26439,7/9/1997,15,SA,,NA,9999
26440,7/9/1997,20,PF,M,15,8
26441,7/9/1997,21,PB,M,26,28
26442,7/9/1997,22,PF,M,16,8
26443,7/9/1997,8,DO,M,35,49
26444,7/9/1997,7,PM,F,NA,25
26445,7/9/1997,1,DO,M,36,38
26446,7/9/1997,2,PP,,NA,9999
26447,7/9/1997,3,SS,,NA,9999
26448,7/9/1997,7,PP,M,22,12
26449,7/9/1997,3,PP,F,21,18
26450,7/9/1997,6,OT,M,21,20
26451,7/9/1997,12,DM,F,35,45
26452,7/9/1997,12,PP,F,21,11
26453,7/9/1997,8,DO,F,36,42
26454,7/9/1997,6,PF,M,16,7
26455,7/9/1997,13,PM,M,21,22
26456,7/9/1997,20,PB,M,27,40
26457,7/9/1997,21,PP,F,20,15
26458,7/9/1997,11,DM,M,34,51
26459,7/9/1997,1,PB,M,27,30
26460,7/9/1997,2,DO,M,36,46
26461,7/9/1997,4,PM,M,21,19
26462,7/9/1997,19,PP,M,21,14
26463,7/9/1997,13,PB,F,26,24
26464,7/9/1997,20,PP,F,23,18
26465,7/9/1997,2,PB,F,26,23
26466,7/9/1997,4,SS,,NA,9999
26467,7/9/1997,6,SH,M,26,38
26468,7/9/1997,19,PB,M,27,39
26469,7/9/1997,24,PM,F,20,13
26470,7/9/1997,14,PF,F,15,7
26471,7/9/1997,22,PB,M,28,34
26472,7/9/1997,12,PF,F,15,10
26473,7/9/1997,11,DO,M,36,42
26474,7/9/1997,7,PP,F,23,21
26475,7/9/1997,7,PB,M,28,36
26476,7/9/1997,2,PP,M,23,16
26477,7/9/1997,3,PB,M,26,33
26478,7/9/1997,4,DM,F,37,42
26479,7/9/1997,6,SH,F,31,38
26480,7/9/1997,5,PP,M,22,17
26481,7/9/1997,15,PP,F,22,22
26482,7/9/1997,17,DO,M,35,40
26483,7/9/1997,12,DM,F,37,42
26484,7/9/1997,3,PP,M,22,15
26485,7/9/1997,13,OT,M,20,30
26486,7/9/1997,12,PP,F,23,14
26487,7/9/1997,10,RM,F,16,11
26488,7/9/1997,2,PB,F,26,28
26489,7/9/1997,6,PP,M,21,14
26490,7/9/1997,19,PB,M,27,30
26491,7/9/1997,14,DM,M,38,42
26492,7/9/1997,15,OT,F,21,24
26493,7/9/1997,21,PB,M,28,35
26494,7/9/1997,8,PP,F,22,15
26495,7/9/1997,10,RM,M,16,11
26496,7/9/1997,1,DO,M,35,48
26497,7/9/1997,4,DM,M,38,49
26498,7/9/1997,5,PM,M,21,22
26499,7/9/1997,23,PM,M,20,22
26500,7/9/1997,12,DM,M,38,47
26501,7/9/1997,8,DM,M,37,42
26502,7/9/1997,3,DM,M,35,46
26503,7/9/1997,13,PB,F,26,31
26504,7/9/1997,15,PM,F,21,22
26505,7/9/1997,21,PB,M,27,34
26506,7/9/1997,9,AH,,NA,9999
26507,7/9/1997,2,OT,F,20,28
26508,7/9/1997,6,PB,M,26,30
26509,7/9/1997,19,PP,F,21,18
26510,7/9/1997,13,PB,F,25,31
26511,7/9/1997,15,PP,M,22,17
26512,7/9/1997,22,DM,M,35,46
26513,7/9/1997,12,DM,F,35,44
26514,7/9/1997,8,DO,M,36,34
26515,7/9/1997,1,OT,M,20,23
26516,7/9/1997,3,PF,M,16,7
26517,7/9/1997,4,PF,F,15,8
26518,7/9/1997,5,OT,M,20,21
26519,7/9/1997,14,OT,F,20,24
26520,7/9/1997,15,PP,M,22,15
26521,7/9/1997,17,PP,F,22,18
26522,7/9/1997,12,DO,M,32,40
26523,7/9/1997,7,PP,F,20,15
26524,7/9/1997,10,RM,M,17,13
26525,7/9/1997,1,PP,F,22,13
26526,7/9/1997,20,PP,F,22,14
26527,7/9/1997,11,DM,F,37,41
26528,7/9/1997,9,OL,F,22,40
26529,7/9/1997,8,PP,M,22,13
26530,7/9/1997,7,PP,F,21,15
26531,7/9/1997,4,OT,F,20,19
26532,7/9/1997,6,RM,M,17,9
26533,7/9/1997,13,PB,M,26,27
26534,7/9/1997,14,DM,F,35,37
26535,7/9/1997,20,PF,M,16,6
26536,7/9/1997,21,PB,F,26,33
26537,7/9/1997,11,PP,F,21,14
26538,7/9/1997,9,DM,M,36,49
26539,7/9/1997,6,PB,M,25,30
26540,7/9/1997,19,PB,F,26,29
26541,7/10/1997,17,DM,M,38,39
26542,7/29/1997,12,DO,M,33,44
26543,7/29/1997,17,OT,M,22,20
26544,7/29/1997,20,NL,,NA,9999
26545,7/29/1997,1,DM,F,35,44
26546,7/29/1997,7,PB,M,27,37
26547,7/29/1997,18,PP,F,23,22
26548,7/29/1997,17,DM,M,37,49
26549,7/29/1997,20,PF,F,15,10
26550,7/29/1997,18,PF,F,16,8
26551,7/29/1997,17,PP,M,21,18
26552,7/29/1997,1,PP,M,22,14
26553,7/29/1997,18,PF,M,15,10
26554,7/29/1997,17,NL,F,32,138
26555,7/29/1997,22,PB,F,26,27
26556,7/29/1997,1,DM,F,36,32
26557,7/29/1997,7,PL,F,20,22
26558,7/29/1997,12,PP,F,22,21
26559,7/29/1997,21,PB,M,27,26
26560,7/29/1997,22,DM,M,37,51
26561,7/29/1997,2,DO,F,36,47
26562,7/29/1997,24,PE,F,20,22
26563,7/29/1997,22,DM,M,37,36
26564,7/29/1997,1,DO,M,37,42
26565,7/29/1997,2,OT,M,20,18
26566,7/29/1997,17,DM,M,37,45
26567,7/29/1997,2,DM,M,37,47
26568,7/29/1997,12,PP,F,22,18
26569,7/29/1997,22,PB,M,28,37
26570,7/29/1997,1,OT,F,20,23
26571,7/29/1997,2,DS,F,49,118
26572,7/29/1997,12,DM,M,38,34
26573,7/29/1997,21,PM,M,20,23
26574,7/29/1997,17,DM,M,35,43
26575,7/29/1997,22,PB,M,28,41
26576,7/29/1997,2,PP,F,23,18
26577,7/29/1997,24,PE,F,20,19
26578,7/29/1997,20,PF,F,15,8
26579,7/29/1997,23,RM,M,17,11
26580,7/29/1997,20,PF,F,16,7
26581,7/29/1997,21,PP,F,21,20
26582,7/29/1997,23,PM,F,20,18
26583,7/29/1997,12,RM,F,15,11
26584,7/29/1997,12,NL,F,NA,208
26585,7/29/1997,19,PB,M,28,38
26586,7/29/1997,2,PP,M,23,19
26587,7/29/1997,12,OT,F,NA,21
26588,7/29/1997,17,DM,F,35,42
26589,7/29/1997,20,PP,F,22,17
26590,7/29/1997,2,PB,F,25,27
26591,7/29/1997,20,PF,F,15,9
26592,7/29/1997,22,DM,F,36,49
26593,7/29/1997,1,DO,M,36,55
26594,7/29/1997,12,DM,M,35,42
26595,7/29/1997,20,PE,M,20,18
26596,7/29/1997,22,DM,M,37,56
26597,7/29/1997,1,PP,F,22,17
26598,7/29/1997,7,PP,F,23,19
26599,7/29/1997,1,DO,F,34,47
26600,7/29/1997,17,DM,M,35,38
26601,7/29/1997,20,PM,M,21,26
26602,7/29/1997,7,PM,F,21,21
26603,7/29/1997,12,DM,M,37,43
26604,7/29/1997,2,OT,M,20,28
26605,7/29/1997,21,PB,M,26,30
26606,7/29/1997,7,PP,F,22,23
26607,7/29/1997,21,PB,F,26,31
26608,7/29/1997,2,SH,F,30,80
26609,7/29/1997,19,PB,M,27,29
26610,7/29/1997,20,NL,F,30,180
26611,7/29/1997,22,OT,F,20,19
26612,7/29/1997,12,PP,F,22,15
26613,7/29/1997,2,OT,M,20,24
26614,7/29/1997,12,PP,M,22,14
26615,7/29/1997,19,PP,F,21,17
26616,7/29/1997,20,PF,F,17,8
26617,7/29/1997,22,PF,M,15,8
26618,7/29/1997,12,OT,M,21,29
26619,7/29/1997,12,DO,M,38,36
26620,7/29/1997,20,PM,M,NA,22
26621,7/29/1997,7,PP,M,22,17
26622,7/29/1997,19,PB,M,28,42
26623,7/29/1997,18,PF,M,17,8
26624,7/29/1997,21,PF,M,15,9
26625,7/29/1997,22,PP,F,20,11
26626,7/29/1997,22,DM,F,37,40
26627,7/29/1997,2,PP,M,23,20
26628,7/29/1997,7,PP,,20,10
26629,7/29/1997,7,PP,M,22,18
26630,7/29/1997,19,PP,M,21,17
26631,7/29/1997,7,PP,M,23,17
26632,7/29/1997,18,RM,M,16,10
26633,7/29/1997,2,DO,M,37,49
26634,7/29/1997,20,PF,M,15,8
26635,7/29/1997,7,PP,M,21,11
26636,7/29/1997,19,PB,M,28,32
26637,7/29/1997,21,OT,F,20,25
26638,7/29/1997,22,AH,,NA,9999
26639,7/29/1997,1,PP,F,21,16
26640,7/29/1997,2,SH,F,26,43
26641,7/29/1997,18,PP,F,22,16
26642,7/29/1997,17,DM,M,39,51
26643,7/29/1997,21,PF,M,16,10
26644,7/29/1997,2,NL,F,30,178
26645,7/29/1997,23,OT,M,21,22
26646,7/29/1997,12,DM,F,34,45
26647,7/29/1997,19,OT,M,21,23
26648,7/29/1997,17,NL,M,31,9999
26649,7/29/1997,21,PP,F,24,21
26650,7/29/1997,12,DM,M,38,47
26651,7/29/1997,21,PB,M,28,37
26652,7/29/1997,12,DM,M,36,36
26653,7/29/1997,20,PP,F,23,17
26654,7/29/1997,21,PB,M,26,30
26655,7/29/1997,12,DO,F,35,44
26656,7/29/1997,21,PB,M,27,37
26657,7/29/1997,22,PB,M,28,40
26658,7/29/1997,1,PP,M,21,15
26659,7/29/1997,24,NL,F,34,153
26660,7/29/1997,12,NL,M,35,121
26661,7/29/1997,19,PP,F,21,19
26662,7/29/1997,20,PF,M,15,7
26663,7/30/1997,3,DO,M,35,50
26664,7/30/1997,6,OT,F,21,29
26665,7/30/1997,11,SS,,NA,9999
26666,7/30/1997,9,DO,M,35,52
26667,7/30/1997,8,DM,M,34,33
26668,7/30/1997,5,PM,M,21,24
26669,7/30/1997,16,PE,M,21,17
26670,7/30/1997,4,DM,M,36,51
26671,7/30/1997,10,RM,F,17,9
26672,7/30/1997,16,PE,M,21,19
26673,7/30/1997,15,PP,F,22,19
26674,7/30/1997,3,PP,M,21,15
26675,7/30/1997,4,DM,F,33,45
26676,7/30/1997,11,DO,F,35,52
26677,7/30/1997,16,PB,M,25,23
26678,7/30/1997,6,PB,F,26,36
26679,7/30/1997,9,SS,,NA,9999
26680,7/30/1997,8,OT,F,22,34
26681,7/30/1997,15,PP,F,21,17
26682,7/30/1997,11,DO,F,39,41
26683,7/30/1997,13,PB,M,25,29
26684,7/30/1997,5,PP,M,21,17
26685,7/30/1997,13,PB,M,28,36
26686,7/30/1997,14,DM,M,33,38
26687,7/30/1997,15,PF,M,16,9
26688,7/30/1997,6,DO,F,36,38
26689,7/30/1997,11,PB,M,27,34
26690,7/30/1997,8,PF,F,15,7
26691,7/30/1997,14,DM,M,34,39
26692,7/30/1997,15,PM,F,20,21
26693,7/30/1997,6,DO,M,37,52
26694,7/30/1997,11,PP,M,22,15
26695,7/30/1997,15,NL,M,35,231
26696,7/30/1997,13,PF,M,15,10
26697,7/30/1997,14,PP,F,21,16
26698,7/30/1997,15,PM,F,20,17
26699,7/30/1997,8,PP,F,20,14
26700,7/30/1997,15,PF,F,15,10
26701,7/30/1997,3,PL,M,21,19
26702,7/30/1997,6,DO,F,33,50
26703,7/30/1997,9,DM,M,35,49
26704,7/30/1997,8,PP,M,20,14
26705,7/30/1997,3,PB,F,27,38
26706,7/30/1997,4,OT,M,19,27
26707,7/30/1997,6,PB,F,28,34
26708,7/30/1997,9,PM,F,21,24
26709,7/30/1997,15,PF,F,15,8
26710,7/30/1997,4,PF,M,16,9
26711,7/30/1997,14,OT,F,19,21
26712,7/30/1997,15,PP,F,22,15
26713,7/30/1997,9,DM,F,36,38
26714,7/30/1997,13,PM,F,18,25
26715,7/30/1997,3,PP,F,21,20
26716,7/30/1997,14,AH,,NA,9999
26717,7/30/1997,4,CB,,NA,9999
26718,7/30/1997,8,PP,M,22,22
26719,7/30/1997,8,DO,M,38,51
26720,7/30/1997,13,PM,M,21,18
26721,7/30/1997,14,AH,,NA,9999
26722,7/30/1997,6,OT,M,20,24
26723,7/30/1997,13,PB,M,26,32
26724,7/30/1997,16,PB,,NA,9999
26725,7/30/1997,11,PF,F,15,7
26726,7/30/1997,8,DM,M,36,44
26727,7/30/1997,14,DM,F,34,39
26728,7/30/1997,4,DM,M,33,49
26729,7/30/1997,11,DM,F,36,41
26730,7/30/1997,15,PP,M,22,15
26731,7/30/1997,14,DM,M,36,46
26732,7/30/1997,10,RM,M,17,14
26733,7/30/1997,3,PP,M,22,16
26734,7/30/1997,13,PB,M,26,34
26735,7/30/1997,14,DM,F,34,39
26736,7/30/1997,4,DM,M,36,43
26737,7/30/1997,13,PM,M,20,22
26738,7/30/1997,6,AH,,NA,9999
26739,7/30/1997,8,PP,M,20,11
26740,7/30/1997,15,PB,F,25,29
26741,7/30/1997,5,PM,M,22,23
26742,7/30/1997,4,DM,M,39,49
26743,7/30/1997,11,DM,F,36,44
26744,7/30/1997,8,PP,M,21,13
26745,7/30/1997,9,PP,F,21,15
26746,7/30/1997,16,PP,F,20,13
26747,7/30/1997,6,PB,M,26,34
26748,7/30/1997,8,DO,F,38,47
26749,7/30/1997,13,CB,,NA,9999
26750,7/30/1997,14,DM,M,36,49
26751,7/30/1997,3,AH,,NA,9999
26752,7/30/1997,8,PM,M,20,17
26753,7/30/1997,13,PP,M,22,14
26754,7/30/1997,11,DM,M,36,53
26755,7/30/1997,9,DM,M,35,47
26756,7/30/1997,13,PB,F,26,33
26757,7/30/1997,14,DM,M,35,44
26758,7/30/1997,3,PP,F,23,14
26759,7/30/1997,8,DO,M,38,38
26760,7/30/1997,3,DO,M,38,47
26761,7/30/1997,4,PF,F,15,8
26762,7/30/1997,6,PB,M,27,31
26763,7/30/1997,3,PF,M,16,8
26764,7/30/1997,4,PF,M,16,8
26765,7/30/1997,13,PB,M,25,31
26766,7/30/1997,15,PP,M,22,22
26767,7/30/1997,3,SS,,NA,9999
26768,7/30/1997,4,DM,F,36,44
26769,7/30/1997,13,PM,F,20,22
26770,7/30/1997,11,PP,F,21,16
26771,7/30/1997,8,DO,M,37,53
26772,9/27/1997,1,OT,F,21,28
26773,9/27/1997,2,DM,M,36,49
26774,9/27/1997,21,PM,F,22,23
26775,9/27/1997,22,DM,F,34,42
26776,9/27/1997,7,PB,M,26,37
26777,9/27/1997,23,PM,M,22,17
26778,9/27/1997,18,PF,M,16,9
26779,9/27/1997,20,NL,F,34,158
26780,9/27/1997,22,OT,F,21,24
26781,9/27/1997,21,PM,M,21,21
26782,9/27/1997,22,PM,M,20,18
26783,9/27/1997,19,PF,M,15,8
26784,9/27/1997,18,PM,F,20,22
26785,9/27/1997,20,RM,M,16,10
26786,9/27/1997,22,DM,M,36,55
26787,9/27/1997,7,PL,F,21,16
26788,9/27/1997,1,PP,F,21,15
26789,9/27/1997,2,PP,F,21,16
26790,9/27/1997,17,DM,M,36,48
26791,9/27/1997,21,PP,F,21,19
26792,9/27/1997,2,DS,F,49,113
26793,9/27/1997,12,NL,F,33,183
26794,9/27/1997,1,DM,F,35,45
26795,9/27/1997,19,PB,M,27,38
26796,9/27/1997,2,PB,F,26,28
26797,9/27/1997,24,PM,M,20,23
26798,9/27/1997,2,DO,M,36,51
26799,9/27/1997,12,DM,M,35,45
26800,9/27/1997,12,OT,M,21,29
26801,9/27/1997,18,PF,F,16,7
26802,9/27/1997,21,PF,F,15,6
26803,9/27/1997,24,PM,F,20,17
26804,9/27/1997,1,PB,M,26,23
26805,9/27/1997,17,DM,M,35,43
26806,9/27/1997,17,DM,F,34,49
26807,9/27/1997,22,DM,F,36,45
26808,9/27/1997,2,OT,F,21,34
26809,9/27/1997,22,DM,F,37,45
26810,9/27/1997,24,PE,F,21,20
26811,9/27/1997,17,AH,,NA,9999
26812,9/27/1997,1,PM,M,20,23
26813,9/27/1997,1,DO,F,33,47
26814,9/27/1997,1,OT,F,21,23
26815,9/27/1997,19,PB,F,26,27
26816,9/27/1997,22,PB,M,24,26
26817,9/27/1997,17,PB,F,27,33
26818,9/27/1997,21,PB,M,25,29
26819,9/27/1997,7,PB,M,30,40
26820,9/27/1997,1,DO,M,38,59
26821,9/27/1997,18,PB,F,26,28
26822,9/27/1997,17,OT,F,21,21
26823,9/27/1997,12,OT,M,20,24
26824,9/27/1997,17,OT,F,21,29
26825,9/27/1997,21,PB,F,26,28
26826,9/27/1997,7,RM,M,16,10
26827,9/27/1997,2,NL,F,33,138
26828,9/27/1997,18,PB,F,25,29
26829,9/27/1997,21,PF,M,15,8
26830,9/27/1997,24,RM,M,15,11
26831,9/27/1997,1,OT,M,22,21
26832,9/27/1997,12,DM,M,35,45
26833,9/27/1997,19,OT,M,21,22
26834,9/27/1997,2,DO,M,36,58
26835,9/27/1997,12,DO,M,32,45
26836,9/27/1997,20,AH,,NA,9999
26837,9/27/1997,7,PM,F,22,24
26838,9/27/1997,1,PM,M,22,22
26839,9/27/1997,12,OT,M,20,26
26840,9/27/1997,18,PM,M,22,27
26841,9/27/1997,17,DM,M,35,47
26842,9/27/1997,2,OT,M,21,26
26843,9/27/1997,19,PB,M,27,29
26844,9/27/1997,1,DO,F,33,47
26845,9/27/1997,21,PB,M,25,29
26846,9/27/1997,20,PM,M,20,26
26847,9/27/1997,12,OT,F,21,24
26848,9/27/1997,17,NL,M,32,162
26849,9/27/1997,20,OT,F,20,20
26850,9/27/1997,17,DM,F,35,40
26851,9/27/1997,12,DM,F,36,46
26852,9/27/1997,7,PP,M,23,21
26853,9/27/1997,2,RM,F,18,15
26854,9/27/1997,12,NL,M,30,136
26855,9/27/1997,19,PB,M,26,43
26856,9/27/1997,23,RM,M,16,11
26857,9/27/1997,2,NL,F,33,174
26858,9/27/1997,19,PP,M,21,16
26859,9/27/1997,7,PM,M,19,17
26860,9/27/1997,2,PB,F,26,29
26861,9/27/1997,22,DM,M,36,48
26862,9/27/1997,1,OT,F,20,27
26863,9/27/1997,2,PB,M,26,40
26864,9/27/1997,22,PB,M,27,34
26865,9/27/1997,17,PF,M,16,8
26866,9/27/1997,17,DO,M,34,53
26867,9/27/1997,7,PM,F,21,33
26868,9/27/1997,1,OT,M,22,23
26869,9/27/1997,2,PB,F,26,27
26870,9/27/1997,21,PB,M,26,38
26871,9/27/1997,17,OT,M,22,22
26872,9/27/1997,24,PM,M,20,20
26873,9/28/1997,8,PP,M,22,17
26874,9/28/1997,10,PM,M,20,15
26875,9/28/1997,4,DM,F,36,42
26876,9/28/1997,8,DM,F,35,34
26877,9/28/1997,14,DM,F,36,46
26878,9/28/1997,13,PB,M,29,33
26879,9/28/1997,14,AH,,NA,9999
26880,9/28/1997,5,OT,F,21,23
26881,9/28/1997,15,PF,F,16,7
26882,9/28/1997,9,OT,F,21,21
26883,9/28/1997,14,DM,M,35,54
26884,9/28/1997,15,PF,F,15,7
26885,9/28/1997,16,PP,M,22,16
26886,9/28/1997,9,DO,M,34,52
26887,9/28/1997,4,DM,M,35,50
26888,9/28/1997,14,OT,M,21,21
26889,9/28/1997,16,PL,F,21,10
26890,9/28/1997,4,DM,F,37,44
26891,9/28/1997,3,PB,F,27,31
26892,9/28/1997,13,PB,F,26,29
26893,9/28/1997,3,PB,F,26,35
26894,9/28/1997,4,PF,M,16,7
26895,9/28/1997,4,DM,M,36,43
26896,9/28/1997,4,DM,M,37,53
26897,9/28/1997,15,PB,M,26,26
26898,9/28/1997,16,PM,M,21,20
26899,9/28/1997,9,DM,F,35,39
26900,9/28/1997,13,OT,M,20,24
26901,9/28/1997,16,PM,F,20,29
26902,9/28/1997,16,PM,M,21,22
26903,9/28/1997,4,PB,F,25,30
26904,9/28/1997,8,DO,M,36,50
26905,9/28/1997,4,OT,M,19,28
26906,9/28/1997,8,OT,M,21,19
26907,9/28/1997,13,PM,M,21,19
26908,9/28/1997,5,RM,M,17,10
26909,9/28/1997,13,PB,M,27,31
26910,9/28/1997,15,PB,F,26,30
26911,9/28/1997,9,DM,M,36,50
26912,9/28/1997,13,OT,F,20,22
26913,9/28/1997,3,PB,F,27,29
26914,9/28/1997,8,DO,F,35,46
26915,9/28/1997,4,PF,M,16,8
26916,9/28/1997,14,DM,M,35,48
26917,9/28/1997,8,OT,M,20,23
26918,9/28/1997,14,DM,M,33,42
26919,9/28/1997,3,DO,M,36,46
26920,9/28/1997,4,OT,F,19,24
26921,9/28/1997,5,PL,M,22,20
26922,9/28/1997,8,DM,M,35,44
26923,9/28/1997,4,DM,M,36,51
26924,9/28/1997,13,PM,F,17,26
26925,9/28/1997,16,OT,F,19,26
26926,9/28/1997,3,PB,M,26,31
26927,9/28/1997,14,OT,F,20,18
26928,9/28/1997,3,DO,M,36,46
26929,9/28/1997,8,DO,M,34,45
26930,9/28/1997,14,DM,M,36,48
26931,9/28/1997,10,PL,F,10,19
26932,9/28/1997,4,DM,M,37,48
26933,9/28/1997,6,DO,M,37,51
26934,9/28/1997,10,PL,M,21,22
26935,9/28/1997,13,PB,F,26,29
26936,9/28/1997,8,PP,F,21,11
26937,9/28/1997,14,PM,F,20,21
26938,9/28/1997,5,PP,F,20,16
26939,9/28/1997,16,OT,M,20,26
26940,9/28/1997,13,PB,F,25,30
26941,9/28/1997,9,OT,M,21,22
26942,9/28/1997,14,PM,F,19,24
26943,9/28/1997,16,PB,F,26,34
26944,9/28/1997,11,PM,F,21,30
26945,9/28/1997,9,PM,M,21,23
26946,9/28/1997,6,DO,F,35,50
26947,9/28/1997,6,OT,M,21,24
26948,9/28/1997,11,DO,F,34,51
26949,9/28/1997,6,PE,M,20,19
26950,9/28/1997,11,PM,M,21,20
26951,9/28/1997,11,DO,M,36,51
26952,9/28/1997,11,DM,M,37,54
26953,9/28/1997,11,DM,F,36,44
26954,9/28/1997,6,PB,F,27,34
26955,9/28/1997,11,DO,M,35,47
26956,10/25/1997,18,RM,M,17,9999
26957,10/25/1997,17,DM,F,34,43
26958,10/25/1997,22,DM,M,35,50
26959,10/25/1997,1,DM,F,35,39
26960,10/25/1997,12,OT,M,21,24
26961,10/25/1997,18,PB,F,26,27
26962,10/25/1997,21,OT,M,19,26
26963,10/25/1997,7,PM,F,21,23
26964,10/25/1997,21,PM,M,20,26
26965,10/25/1997,24,PM,F,20,28
26966,10/25/1997,7,PL,M,20,16
26967,10/25/1997,7,PM,M,22,22
26968,10/25/1997,19,PB,M,27,37
26969,10/25/1997,20,PM,M,21,23
26970,10/25/1997,21,PF,F,14,6
26971,10/25/1997,24,NL,F,32,140
26972,10/25/1997,7,PM,M,20,15
26973,10/25/1997,2,DO,M,36,49
26974,10/25/1997,21,OT,F,19,25
26975,10/25/1997,24,RM,M,16,11
26976,10/25/1997,7,PM,F,22,22
26977,10/25/1997,1,DO,M,35,54
26978,10/25/1997,19,PM,M,20,23
26979,10/25/1997,24,PM,M,20,21
26980,10/25/1997,2,DS,F,50,108
26981,10/25/1997,24,RM,F,17,11
26982,10/25/1997,7,PM,M,19,15
26983,10/25/1997,22,DM,F,36,41
26984,10/25/1997,17,PF,M,16,8
26985,10/25/1997,17,NL,M,32,170
26986,10/25/1997,22,DM,M,35,39
26987,10/25/1997,24,PE,F,20,21
26988,10/25/1997,12,DM,M,37,42
26989,10/25/1997,21,PP,F,21,20
26990,10/25/1997,12,NL,F,NA,172
26991,10/25/1997,17,DM,M,37,46
26992,10/25/1997,22,OT,F,21,23
26993,10/25/1997,24,PE,F,21,21
26994,10/25/1997,24,AH,,NA,9999
26995,10/25/1997,2,PB,F,26,29
26996,10/25/1997,17,DM,F,35,45
26997,10/25/1997,20,AH,,NA,9999
26998,10/25/1997,21,AH,,NA,9999
26999,10/25/1997,22,PB,F,25,26
27000,10/25/1997,12,DM,M,35,40
27001,10/25/1997,20,PE,M,20,22
27002,10/25/1997,22,PB,M,28,34
27003,10/25/1997,17,DM,F,35,38
27004,10/25/1997,20,PF,F,15,8
27005,10/25/1997,2,DM,M,36,47
27006,10/25/1997,21,OT,M,19,23
27007,10/25/1997,17,OT,F,20,24
27008,10/25/1997,20,PF,F,15,8
27009,10/25/1997,21,PB,M,25,28
27010,10/25/1997,24,PE,M,21,20
27011,10/25/1997,18,SH,M,22,43
27012,10/25/1997,17,OT,M,21,23
27013,10/25/1997,20,PM,F,19,21
27014,10/25/1997,19,PB,M,27,41
27015,10/25/1997,7,PM,M,21,24
27016,10/25/1997,1,DO,F,34,45
27017,10/25/1997,19,PB,,26,29
27018,10/25/1997,2,PB,F,25,27
27019,10/25/1997,1,DO,F,34,45
27020,10/25/1997,17,NL,F,32,145
27021,10/25/1997,21,PB,F,26,29
27022,10/25/1997,22,DM,F,38,42
27023,10/25/1997,20,PM,M,22,24
27024,10/25/1997,12,OT,F,20,26
27025,10/25/1997,19,PB,M,27,30
27026,10/25/1997,17,DM,F,34,45
27027,10/25/1997,17,DM,M,35,47
27028,10/25/1997,12,DM,M,34,43
27029,10/25/1997,19,PM,F,19,20
27030,10/25/1997,7,RM,F,17,12
27031,10/25/1997,2,PM,M,21,17
27032,10/25/1997,18,PB,M,25,29
27033,10/25/1997,22,PB,M,27,32
27034,10/25/1997,2,PB,M,27,45
27035,10/25/1997,12,DM,F,35,42
27036,10/25/1997,21,PB,M,27,38
27037,10/25/1997,23,PM,M,20,19
27038,10/25/1997,1,PE,M,17,15
27039,10/25/1997,17,DO,M,34,45
27040,10/25/1997,23,PM,F,21,23
27041,10/25/1997,20,AH,,NA,9999
27042,10/25/1997,2,NL,F,34,186
27043,10/25/1997,12,DM,F,34,42
27044,10/25/1997,12,DM,M,36,46
27045,10/25/1997,20,PF,M,16,7
27046,10/25/1997,23,PM,M,19,21
27047,10/25/1997,1,OT,F,20,26
27048,10/25/1997,12,OT,M,20,22
27049,10/25/1997,17,PM,M,23,27
27050,10/25/1997,12,NL,M,33,120
27051,10/25/1997,21,PB,M,27,35
27052,10/25/1997,1,NL,F,34,122
27053,10/25/1997,2,PB,F,26,27
27054,10/25/1997,22,OT,M,22,21
27055,10/25/1997,21,PB,F,25,30
27056,10/26/1997,9,DO,F,38,54
27057,10/26/1997,4,DM,M,35,38
27058,10/26/1997,6,OT,F,20,21
27059,10/26/1997,8,OT,M,20,25
27060,10/26/1997,8,DO,M,37,52
27061,10/26/1997,9,OT,F,20,23
27062,10/26/1997,14,DM,F,37,44
27063,10/26/1997,6,PB,F,27,34
27064,10/26/1997,8,DO,F,34,47
27065,10/26/1997,5,PE,F,20,16
27066,10/26/1997,11,DO,F,35,48
27067,10/26/1997,9,PM,M,21,18
27068,10/26/1997,8,PM,F,21,23
27069,10/26/1997,10,PM,M,21,24
27070,10/26/1997,4,PM,F,22,30
27071,10/26/1997,3,OT,F,20,25
27072,10/26/1997,8,DM,F,35,34
