record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
6406,8,15,1982,11,DM,M,34,47,Dipodomys,merriami,Rodent,Control
6407,8,15,1982,23,AB,,NA,NA,Amphispiza,bilineata,Bird,Rodent Exclosure
6408,8,15,1982,22,DS,F,51,139,Dipodomys,spectabilis,Rodent,Control
6409,8,15,1982,20,CQ,,NA,NA,Callipepla,squamata,Bird,Short-term Krat Exclosure
6410,8,15,1982,11,DM,M,37,48,Dipodomys,merriami,Rodent,Control
6411,8,15,1982,23,PE,F,20,22,Peromyscus,eremicus,Rodent,Rodent Exclosure
6412,8,15,1982,11,DS,M,49,94,Dipodomys,spectabilis,Rodent,Control
6413,8,15,1982,17,DO,F,34,48,Dipodomys,ordii,Rodent,Control
6414,8,15,1982,19,PM,F,21,27,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6415,8,15,1982,23,AB,,NA,NA,Amphispiza,bilineata,Bird,Rodent Exclosure
6416,8,15,1982,20,DS,M,NA,125,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6417,8,15,1982,24,DM,F,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6418,8,15,1982,12,DS,M,54,112,Dipodomys,spectabilis,Rodent,Control
6419,8,15,1982,23,RM,F,NA,16,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
6420,8,15,1982,20,OT,M,20,30,Onychomys,torridus,Rodent,Short-term Krat Exclosure
6421,8,15,1982,12,DM,M,36,37,Dipodomys,merriami,Rodent,Control
6422,8,15,1982,16,PE,M,20,21,Peromyscus,eremicus,Rodent,Rodent Exclosure
6423,8,15,1982,22,PF,M,15,6,Perognathus,flavus,Rodent,Control
6424,8,15,1982,20,NL,F,31,172,Neotoma,albigula,Rodent,Short-term Krat Exclosure
6425,8,16,1982,14,DM,F,34,44,Dipodomys,merriami,Rodent,Control
6426,8,16,1982,7,PM,,NA,NA,Peromyscus,maniculatus,Rodent,Rodent Exclosure
6427,8,16,1982,1,DM,F,36,39,Dipodomys,merriami,Rodent,Spectab exclosure
6428,8,16,1982,4,PF,M,15,6,Perognathus,flavus,Rodent,Control
6429,8,16,1982,10,SA,,NA,NA,Sylvilagus,audubonii,Rabbit,Rodent Exclosure
6430,8,16,1982,8,DO,F,38,49,Dipodomys,ordii,Rodent,Control
6431,8,16,1982,15,PF,F,15,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6432,8,16,1982,3,PE,F,19,16,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
6433,8,16,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6434,8,16,1982,3,PP,M,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
6435,8,16,1982,2,DS,M,52,94,Dipodomys,spectabilis,Rodent,Control
6436,8,16,1982,5,NL,,NA,202,Neotoma,albigula,Rodent,Rodent Exclosure
6437,8,16,1982,10,SA,,NA,NA,Sylvilagus,audubonii,Rabbit,Rodent Exclosure
6438,8,16,1982,8,DS,M,49,129,Dipodomys,spectabilis,Rodent,Control
6439,8,16,1982,4,DM,M,35,46,Dipodomys,merriami,Rodent,Control
6440,8,16,1982,8,PM,F,20,23,Peromyscus,maniculatus,Rodent,Control
6441,8,16,1982,13,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6442,8,16,1982,13,DS,F,50,124,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6443,8,16,1982,3,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
6444,8,16,1982,4,DM,M,37,50,Dipodomys,merriami,Rodent,Control
6445,8,16,1982,9,DS,M,50,127,Dipodomys,spectabilis,Rodent,Spectab exclosure
6446,8,16,1982,3,RM,M,18,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
6447,8,16,1982,4,DM,F,34,29,Dipodomys,merriami,Rodent,Control
6448,8,16,1982,14,DM,M,36,55,Dipodomys,merriami,Rodent,Control
6449,8,16,1982,9,DS,F,52,119,Dipodomys,spectabilis,Rodent,Spectab exclosure
6450,8,16,1982,14,DM,M,35,40,Dipodomys,merriami,Rodent,Control
6451,8,16,1982,4,PF,F,15,7,Perognathus,flavus,Rodent,Control
6452,8,16,1982,8,PE,F,19,21,Peromyscus,eremicus,Rodent,Control
6453,8,16,1982,5,DM,F,35,45,Dipodomys,merriami,Rodent,Rodent Exclosure
6454,8,16,1982,8,PE,M,20,21,Peromyscus,eremicus,Rodent,Control
6455,8,16,1982,15,PF,M,16,5,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6456,8,16,1982,14,DS,M,49,101,Dipodomys,spectabilis,Rodent,Control
6457,8,16,1982,2,PF,F,15,5,Perognathus,flavus,Rodent,Control
6458,8,16,1982,3,PF,M,16,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6459,8,16,1982,1,DM,F,35,36,Dipodomys,merriami,Rodent,Spectab exclosure
6460,8,16,1982,5,DM,M,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6461,8,16,1982,14,PF,M,14,5,Perognathus,flavus,Rodent,Control
6462,8,16,1982,3,PF,M,16,9,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6463,8,16,1982,8,PP,F,20,13,Chaetodipus,penicillatus,Rodent,Control
6464,8,16,1982,13,DO,F,34,42,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
6465,8,16,1982,1,DO,M,36,56,Dipodomys,ordii,Rodent,Spectab exclosure
6466,8,16,1982,2,SA,,NA,NA,Sylvilagus,audubonii,Rabbit,Control
6467,8,16,1982,5,DM,F,35,35,Dipodomys,merriami,Rodent,Rodent Exclosure
6468,8,16,1982,15,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure
6469,8,16,1982,1,DM,M,36,47,Dipodomys,merriami,Rodent,Spectab exclosure
6470,8,16,1982,2,DM,M,35,39,Dipodomys,merriami,Rodent,Control
6471,8,16,1982,8,DM,F,35,32,Dipodomys,merriami,Rodent,Control
6472,8,16,1982,14,DM,M,34,28,Dipodomys,merriami,Rodent,Control
6473,8,16,1982,1,DS,M,52,145,Dipodomys,spectabilis,Rodent,Spectab exclosure
6474,8,16,1982,2,DM,M,36,40,Dipodomys,merriami,Rodent,Control
6475,8,16,1982,14,DM,F,33,34,Dipodomys,merriami,Rodent,Control
6476,8,16,1982,15,NL,M,33,178,Neotoma,albigula,Rodent,Long-term Krat Exclosure
6477,8,16,1982,9,DS,F,49,127,Dipodomys,spectabilis,Rodent,Spectab exclosure
6478,8,16,1982,8,DO,M,37,50,Dipodomys,ordii,Rodent,Control
6479,8,16,1982,2,NL,F,31,112,Neotoma,albigula,Rodent,Control
6480,8,16,1982,3,RM,F,16,14,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
6481,8,16,1982,4,DM,M,37,47,Dipodomys,merriami,Rodent,Control
6482,8,16,1982,14,DM,M,34,31,Dipodomys,merriami,Rodent,Control
6483,8,16,1982,15,PM,M,20,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6484,8,16,1982,1,DM,F,35,34,Dipodomys,merriami,Rodent,Spectab exclosure
6485,8,16,1982,3,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6486,8,16,1982,4,DS,M,50,121,Dipodomys,spectabilis,Rodent,Control
6487,8,16,1982,1,DS,M,52,152,Dipodomys,spectabilis,Rodent,Spectab exclosure
6488,8,16,1982,15,NL,F,30,137,Neotoma,albigula,Rodent,Long-term Krat Exclosure
6489,8,16,1982,1,PF,M,16,7,Perognathus,flavus,Rodent,Spectab exclosure
6490,8,16,1982,9,NL,M,32,117,Neotoma,albigula,Rodent,Spectab exclosure
6491,8,16,1982,2,DM,,NA,NA,Dipodomys,merriami,Rodent,Control
6492,8,16,1982,10,SA,,NA,NA,Sylvilagus,audubonii,Rabbit,Rodent Exclosure
6493,8,16,1982,8,DS,M,50,103,Dipodomys,spectabilis,Rodent,Control
6494,8,16,1982,13,DM,F,35,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6495,8,16,1982,5,DM,M,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6496,8,16,1982,2,PE,M,20,20,Peromyscus,eremicus,Rodent,Control
6497,8,16,1982,4,DS,F,48,111,Dipodomys,spectabilis,Rodent,Control
6498,8,16,1982,4,DM,F,35,44,Dipodomys,merriami,Rodent,Control
6499,8,16,1982,13,DM,M,34,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6500,8,16,1982,2,NL,F,33,152,Neotoma,albigula,Rodent,Control
6501,8,16,1982,4,DM,F,36,41,Dipodomys,merriami,Rodent,Control
6502,8,16,1982,10,RM,F,NA,13,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
6503,8,16,1982,9,DS,F,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure
6504,8,16,1982,9,DS,M,49,118,Dipodomys,spectabilis,Rodent,Spectab exclosure
6505,8,16,1982,8,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Control
6506,8,16,1982,14,OL,F,20,46,Onychomys,leucogaster,Rodent,Control
6507,8,16,1982,15,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6508,8,16,1982,2,DO,M,35,NA,Dipodomys,ordii,Rodent,Control
6509,8,16,1982,13,NL,F,31,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
6510,8,16,1982,14,OL,M,20,40,Onychomys,leucogaster,Rodent,Control
6511,8,16,1982,10,RM,M,NA,11,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
6512,8,16,1982,1,DM,M,37,47,Dipodomys,merriami,Rodent,Spectab exclosure
6513,8,16,1982,5,OT,M,20,17,Onychomys,torridus,Rodent,Rodent Exclosure
6514,8,16,1982,15,OT,F,20,23,Onychomys,torridus,Rodent,Long-term Krat Exclosure
6515,9,18,1982,9,NL,M,33,159,Neotoma,albigula,Rodent,Spectab exclosure
6516,9,18,1982,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6517,9,18,1982,9,DM,F,36,34,Dipodomys,merriami,Rodent,Spectab exclosure
6518,9,18,1982,2,PF,F,17,6,Perognathus,flavus,Rodent,Control
6519,9,18,1982,2,OL,F,21,27,Onychomys,leucogaster,Rodent,Control
6520,9,18,1982,2,DM,M,37,40,Dipodomys,merriami,Rodent,Control
6521,9,18,1982,11,DM,F,35,34,Dipodomys,merriami,Rodent,Control
6522,9,18,1982,8,PF,M,15,7,Perognathus,flavus,Rodent,Control
6523,9,18,1982,2,DM,F,36,38,Dipodomys,merriami,Rodent,Control
6524,9,18,1982,3,PP,M,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
6525,9,18,1982,14,DM,M,35,37,Dipodomys,merriami,Rodent,Control
6526,9,18,1982,11,DS,F,48,106,Dipodomys,spectabilis,Rodent,Control
6527,9,18,1982,1,OT,F,21,24,Onychomys,torridus,Rodent,Spectab exclosure
6528,9,18,1982,2,DM,M,34,45,Dipodomys,merriami,Rodent,Control
6529,9,18,1982,6,DS,F,50,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6530,9,18,1982,12,DM,F,37,42,Dipodomys,merriami,Rodent,Control
6531,9,18,1982,9,AB,,NA,NA,Amphispiza,bilineata,Bird,Spectab exclosure
6532,9,18,1982,2,DS,M,51,110,Dipodomys,spectabilis,Rodent,Control
6533,9,18,1982,4,DM,F,36,34,Dipodomys,merriami,Rodent,Control
6534,9,18,1982,14,DM,M,34,43,Dipodomys,merriami,Rodent,Control
6535,9,18,1982,13,DS,M,49,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6536,9,18,1982,1,OT,F,22,23,Onychomys,torridus,Rodent,Spectab exclosure
6537,9,18,1982,3,PE,M,20,19,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
6538,9,18,1982,11,DS,M,51,105,Dipodomys,spectabilis,Rodent,Control
6539,9,18,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6540,9,18,1982,13,AB,,NA,NA,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
6541,9,18,1982,14,DS,M,48,112,Dipodomys,spectabilis,Rodent,Control
6542,9,18,1982,4,DM,M,46,47,Dipodomys,merriami,Rodent,Control
6543,9,18,1982,5,NL,F,32,213,Neotoma,albigula,Rodent,Rodent Exclosure
6544,9,18,1982,14,OL,M,17,11,Onychomys,leucogaster,Rodent,Control
6545,9,18,1982,13,AB,,NA,NA,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
6546,9,18,1982,4,OT,F,21,28,Onychomys,torridus,Rodent,Control
6547,9,18,1982,11,DM,M,34,36,Dipodomys,merriami,Rodent,Control
6548,9,18,1982,8,DM,F,35,33,Dipodomys,merriami,Rodent,Control
6549,9,18,1982,2,DM,F,34,33,Dipodomys,merriami,Rodent,Control
6550,9,18,1982,12,DS,M,53,127,Dipodomys,spectabilis,Rodent,Control
6551,9,18,1982,8,DO,F,39,54,Dipodomys,ordii,Rodent,Control
6552,9,18,1982,11,DM,M,36,44,Dipodomys,merriami,Rodent,Control
6553,9,18,1982,2,DM,M,36,40,Dipodomys,merriami,Rodent,Control
6554,9,18,1982,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6555,9,18,1982,11,NL,F,32,189,Neotoma,albigula,Rodent,Control
6556,9,18,1982,14,OL,M,21,34,Onychomys,leucogaster,Rodent,Control
6557,9,18,1982,4,DM,M,37,48,Dipodomys,merriami,Rodent,Control
6558,9,18,1982,11,DS,F,48,109,Dipodomys,spectabilis,Rodent,Control
6559,9,18,1982,4,DM,F,35,45,Dipodomys,merriami,Rodent,Control
6560,9,18,1982,1,DS,F,50,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
6561,9,18,1982,6,DS,M,52,117,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6562,9,18,1982,2,OT,M,20,28,Onychomys,torridus,Rodent,Control
6563,9,18,1982,14,PM,M,21,23,Peromyscus,maniculatus,Rodent,Control
6564,9,18,1982,11,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Control
6565,9,18,1982,14,OL,F,20,39,Onychomys,leucogaster,Rodent,Control
6566,9,18,1982,1,DM,F,35,34,Dipodomys,merriami,Rodent,Spectab exclosure
6567,9,18,1982,14,PC,,NA,NA,Pipilo,chlorurus,Bird,Control
6568,9,18,1982,1,DM,M,37,52,Dipodomys,merriami,Rodent,Spectab exclosure
6569,9,18,1982,6,DM,M,37,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6570,9,18,1982,9,DS,F,48,123,Dipodomys,spectabilis,Rodent,Spectab exclosure
6571,9,18,1982,6,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
6572,9,18,1982,8,DS,M,49,116,Dipodomys,spectabilis,Rodent,Control
6573,9,18,1982,4,DS,F,47,123,Dipodomys,spectabilis,Rodent,Control
6574,9,18,1982,9,DS,M,52,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
6575,9,18,1982,4,DS,F,49,114,Dipodomys,spectabilis,Rodent,Control
6576,9,18,1982,1,OT,M,20,27,Onychomys,torridus,Rodent,Spectab exclosure
6577,9,18,1982,3,PF,M,16,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6578,9,18,1982,12,DM,M,37,48,Dipodomys,merriami,Rodent,Control
6579,9,18,1982,1,PP,F,20,12,Chaetodipus,penicillatus,Rodent,Spectab exclosure
6580,9,18,1982,6,AB,,NA,NA,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
6581,9,18,1982,12,DM,F,34,43,Dipodomys,merriami,Rodent,Control
6582,9,18,1982,11,OT,M,21,29,Onychomys,torridus,Rodent,Control
6583,9,18,1982,8,DO,M,37,51,Dipodomys,ordii,Rodent,Control
6584,9,18,1982,13,PC,,NA,NA,Pipilo,chlorurus,Bird,Short-term Krat Exclosure
6585,9,18,1982,4,OT,M,21,23,Onychomys,torridus,Rodent,Control
6586,9,18,1982,14,DM,F,36,44,Dipodomys,merriami,Rodent,Control
6587,9,18,1982,13,DS,F,NA,126,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6588,9,18,1982,12,DM,M,35,36,Dipodomys,merriami,Rodent,Control
6589,9,18,1982,13,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6590,9,18,1982,5,DM,F,34,35,Dipodomys,merriami,Rodent,Rodent Exclosure
6591,9,18,1982,9,DS,F,51,139,Dipodomys,spectabilis,Rodent,Spectab exclosure
6592,9,18,1982,2,DO,M,34,47,Dipodomys,ordii,Rodent,Control
6593,9,18,1982,13,DM,F,37,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6594,9,18,1982,6,PF,M,16,6,Perognathus,flavus,Rodent,Short-term Krat Exclosure
6595,9,18,1982,14,DM,F,36,47,Dipodomys,merriami,Rodent,Control
6596,9,18,1982,1,OT,M,19,28,Onychomys,torridus,Rodent,Spectab exclosure
6597,9,18,1982,14,OL,M,19,15,Onychomys,leucogaster,Rodent,Control
6598,9,18,1982,5,DM,M,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6599,9,18,1982,12,DM,M,37,40,Dipodomys,merriami,Rodent,Control
6600,9,18,1982,13,DM,M,36,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6601,9,18,1982,7,,,NA,NA,NA,NA,NA,Rodent Exclosure
6602,9,18,1982,10,,,NA,NA,NA,NA,NA,Rodent Exclosure
6603,9,19,1982,19,PM,M,21,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6604,9,19,1982,24,DO,M,35,54,Dipodomys,ordii,Rodent,Rodent Exclosure
6605,9,19,1982,17,OT,F,19,25,Onychomys,torridus,Rodent,Control
6606,9,19,1982,17,DM,F,36,28,Dipodomys,merriami,Rodent,Control
6607,9,19,1982,24,PE,M,20,18,Peromyscus,eremicus,Rodent,Rodent Exclosure
6608,9,19,1982,18,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6609,9,19,1982,19,OX,M,21,24,Onychomys,sp.,Rodent,Long-term Krat Exclosure
6610,9,19,1982,22,DM,M,37,47,Dipodomys,merriami,Rodent,Control
6611,9,19,1982,17,DM,F,36,39,Dipodomys,merriami,Rodent,Control
6612,9,19,1982,20,OT,F,22,25,Onychomys,torridus,Rodent,Short-term Krat Exclosure
6613,9,19,1982,15,OT,M,20,29,Onychomys,torridus,Rodent,Long-term Krat Exclosure
6614,9,19,1982,18,PP,F,21,11,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
6615,9,19,1982,22,DM,M,36,34,Dipodomys,merriami,Rodent,Control
6616,9,19,1982,22,OL,M,20,26,Onychomys,leucogaster,Rodent,Control
6617,9,19,1982,24,PM,M,21,23,Peromyscus,maniculatus,Rodent,Rodent Exclosure
6618,9,19,1982,22,PF,F,15,6,Perognathus,flavus,Rodent,Control
6619,9,19,1982,22,DS,F,NA,149,Dipodomys,spectabilis,Rodent,Control
6620,9,19,1982,22,PF,M,15,8,Perognathus,flavus,Rodent,Control
6621,9,19,1982,20,DO,F,35,46,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
6622,9,19,1982,18,DM,M,37,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6623,9,19,1982,22,DO,F,36,52,Dipodomys,ordii,Rodent,Control
6624,9,19,1982,18,DM,M,36,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6625,9,19,1982,24,PE,F,19,20,Peromyscus,eremicus,Rodent,Rodent Exclosure
6626,9,19,1982,20,DM,F,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6627,9,19,1982,21,PF,F,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6628,9,19,1982,19,PF,M,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6629,9,19,1982,20,DM,M,36,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6630,9,19,1982,17,DM,M,37,49,Dipodomys,merriami,Rodent,Control
6631,9,19,1982,18,OT,F,19,28,Onychomys,torridus,Rodent,Short-term Krat Exclosure
6632,9,19,1982,22,PF,F,15,7,Perognathus,flavus,Rodent,Control
6633,9,19,1982,17,NL,F,32,150,Neotoma,albigula,Rodent,Control
6634,9,19,1982,18,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
6635,9,19,1982,18,DM,F,36,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6636,9,19,1982,19,PM,M,21,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6637,9,19,1982,18,DM,M,35,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6638,9,19,1982,17,DO,F,36,48,Dipodomys,ordii,Rodent,Control
6639,9,19,1982,19,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6640,9,19,1982,20,NL,F,33,184,Neotoma,albigula,Rodent,Short-term Krat Exclosure
6641,9,19,1982,18,OT,F,21,25,Onychomys,torridus,Rodent,Short-term Krat Exclosure
6642,9,19,1982,20,DS,M,50,137,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6643,9,19,1982,24,DM,F,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6644,9,19,1982,22,DS,M,51,120,Dipodomys,spectabilis,Rodent,Control
6645,9,19,1982,16,,,NA,NA,NA,NA,NA,Rodent Exclosure
6646,9,19,1982,23,,,NA,NA,NA,NA,NA,Rodent Exclosure
6647,9,19,1982,24,DM,M,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6648,10,23,1982,12,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Control
6649,10,23,1982,17,OT,F,20,23,Onychomys,torridus,Rodent,Control
6650,10,23,1982,1,DS,F,47,118,Dipodomys,spectabilis,Rodent,Spectab exclosure
6651,10,23,1982,8,PF,M,16,6,Perognathus,flavus,Rodent,Control
6652,10,23,1982,23,PM,F,21,19,Peromyscus,maniculatus,Rodent,Rodent Exclosure
6653,10,23,1982,19,OL,M,22,36,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6654,10,23,1982,5,DM,M,37,53,Dipodomys,merriami,Rodent,Rodent Exclosure
6655,10,23,1982,12,PP,F,23,15,Chaetodipus,penicillatus,Rodent,Control
6656,10,23,1982,23,OT,M,20,29,Onychomys,torridus,Rodent,Rodent Exclosure
6657,10,23,1982,17,DM,M,38,47,Dipodomys,merriami,Rodent,Control
6658,10,23,1982,13,OL,F,22,29,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
6659,10,23,1982,19,OL,F,21,31,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6660,10,23,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6661,10,23,1982,13,DM,M,37,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6662,10,23,1982,17,DM,M,36,38,Dipodomys,merriami,Rodent,Control
6663,10,23,1982,1,OT,M,20,27,Onychomys,torridus,Rodent,Spectab exclosure
6664,10,23,1982,5,NL,F,32,205,Neotoma,albigula,Rodent,Rodent Exclosure
6665,10,23,1982,13,DM,M,38,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6666,10,23,1982,1,DS,M,51,142,Dipodomys,spectabilis,Rodent,Spectab exclosure
6667,10,23,1982,3,DM,M,37,43,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
6668,10,23,1982,5,DM,M,36,44,Dipodomys,merriami,Rodent,Rodent Exclosure
6669,10,23,1982,10,DM,M,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6670,10,23,1982,19,DM,M,36,43,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
6671,10,23,1982,15,OL,M,20,36,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6672,10,23,1982,13,DM,F,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6673,10,23,1982,23,DS,F,50,116,Dipodomys,spectabilis,Rodent,Rodent Exclosure
6674,10,23,1982,21,DM,M,36,47,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
6675,10,23,1982,23,PF,M,16,6,Perognathus,flavus,Rodent,Rodent Exclosure
6676,10,23,1982,17,DM,M,36,46,Dipodomys,merriami,Rodent,Control
6677,10,23,1982,8,PF,M,16,7,Perognathus,flavus,Rodent,Control
6678,10,23,1982,23,OT,F,21,22,Onychomys,torridus,Rodent,Rodent Exclosure
6679,10,23,1982,21,PF,M,15,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6680,10,23,1982,13,OL,F,22,43,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
6681,10,23,1982,17,DM,M,38,51,Dipodomys,merriami,Rodent,Control
6682,10,23,1982,17,DS,F,49,148,Dipodomys,spectabilis,Rodent,Control
6683,10,23,1982,1,DO,F,35,59,Dipodomys,ordii,Rodent,Spectab exclosure
6684,10,23,1982,19,PM,M,20,23,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
6685,10,23,1982,12,NL,F,33,219,Neotoma,albigula,Rodent,Control
6686,10,23,1982,21,OL,M,18,20,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6687,10,23,1982,13,OT,M,20,27,Onychomys,torridus,Rodent,Short-term Krat Exclosure
6688,10,23,1982,1,DO,F,35,49,Dipodomys,ordii,Rodent,Spectab exclosure
6689,10,23,1982,5,OT,M,21,23,Onychomys,torridus,Rodent,Rodent Exclosure
6690,10,23,1982,13,DM,M,37,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6691,10,23,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6692,10,23,1982,13,DS,F,49,126,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
6693,10,23,1982,12,DO,M,35,50,Dipodomys,ordii,Rodent,Control
6694,10,23,1982,8,OL,M,20,31,Onychomys,leucogaster,Rodent,Control
6695,10,23,1982,12,DM,F,37,39,Dipodomys,merriami,Rodent,Control
6696,10,23,1982,21,OL,M,22,44,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6697,10,23,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6698,10,23,1982,12,DM,F,37,43,Dipodomys,merriami,Rodent,Control
6699,10,23,1982,19,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6700,10,23,1982,3,PF,F,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6701,10,23,1982,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control
6702,10,23,1982,15,OL,M,22,42,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
6703,10,23,1982,8,OT,M,20,25,Onychomys,torridus,Rodent,Control
6704,10,23,1982,19,RM,F,16,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
6705,10,23,1982,13,DM,F,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6706,10,23,1982,17,DM,F,35,48,Dipodomys,merriami,Rodent,Control
6707,10,23,1982,12,DM,M,38,45,Dipodomys,merriami,Rodent,Control
6708,10,23,1982,12,DM,M,36,36,Dipodomys,merriami,Rodent,Control
6709,10,23,1982,17,DS,M,47,108,Dipodomys,spectabilis,Rodent,Control
6710,10,23,1982,19,PF,M,17,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6711,10,23,1982,13,DM,M,36,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
6712,10,23,1982,15,PF,M,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
6713,10,23,1982,17,DM,M,35,46,Dipodomys,merriami,Rodent,Control
6714,10,23,1982,12,DM,M,37,45,Dipodomys,merriami,Rodent,Control
